truth_id,Threat,Victory,Diplomacy,Ceasefire / Ending,Blame Allies,Media Criticism
116308992209421747,0.9649248719215393,0.8557680249214172,0.019131554290652275,0.4502023160457611,0.053361792117357254,0.20702947676181793
116309190231389438,0.9523972868919373,0.98746258020401,0.21062923967838287,0.4012160003185272,0.026189325377345085,0.2655037045478821
116317880658472708,0.9908010959625244,0.7757532000541687,0.6327915787696838,0.4982161819934845,0.027653144672513008,0.29395726323127747
116315768155415029,0.826682984828949,0.9948158860206604,0.0607040598988533,0.15918828547000885,0.010923916473984718,0.16255000233650208
116318120548204193,0.47043031454086304,0.4510916769504547,0.0004341298481449485,0.1953980028629303,0.0016863386845216155,0.05276348814368248
116323516183718262,0.3735596835613251,0.9582720994949341,0.12301738560199738,0.6549456715583801,0.9704386591911316,0.6070181131362915
116323481956698353,0.9685724377632141,0.9793112277984619,0.016828017309308052,0.22251518070697784,0.9191467761993408,0.5349112153053284
116329512466946656,0.9838091731071472,0.9683798551559448,0.007242653053253889,0.9010514616966248,0.08957666903734207,0.5223114490509033
116332855637584819,0.27870017290115356,0.8938800692558289,0.19829145073890686,0.5125406980514526,0.016678815707564354,0.07946918904781342
116338464010194156,0.9909138083457947,0.9895654320716858,0.007950988598167896,0.11252353340387344,0.07477530092000961,0.6893454194068909
116340751005894827,0.929825484752655,0.973555862903595,0.7435215711593628,0.7417476177215576,0.20442190766334534,0.727604866027832
116336091138489301,0.995110273361206,0.9852871298789978,0.8987597823143005,0.3228762447834015,0.09414047747850418,0.5529257655143738
116351998782539414,0.9969643354415894,0.835627555847168,0.03388077765703201,0.19809111952781677,0.4650701880455017,0.8001306653022766
116351956955900185,0.2008923441171646,0.9811710715293884,0.10759996622800827,0.17409858107566833,0.02726922556757927,0.3115907609462738
116348358117196662,0.9793420433998108,0.9767475724220276,0.007588013540953398,0.3600102961063385,0.015770304948091507,0.45311251282691956
116346686438015338,0.03316221758723259,0.99195396900177,0.5130342245101929,0.2911098599433899,0.003978951368480921,0.06680012494325638
116346816254869135,0.9938907623291016,0.956960141658783,0.8523384928703308,0.4060947299003601,0.08109816163778305,0.4675888121128082
116350133044957842,0.15832318365573883,0.9628711342811584,0.017506301403045654,0.020614050328731537,0.01596640609204769,0.25665175914764404
116367005523554168,0.009506766684353352,0.0076320478692650795,0.012302804738283157,0.015181168913841248,0.0035910126753151417,0.9083788990974426
116366146721038653,0.005904964171350002,0.10594646632671356,0.07439251244068146,0.06887205690145493,0.04628034681081772,0.5234942436218262
116366072136989268,0.00031623514951206744,0.0008835304179228842,0.11119318008422852,0.8584172129631042,0.028501708060503006,0.037512585520744324
116365796713313030,0.6080877780914307,0.970193088054657,0.9627459645271301,0.9935148358345032,0.03674865514039993,0.5555731058120728
116363336033995961,0.36871108412742615,0.7433794140815735,0.006676745135337114,0.30285221338272095,0.021032530814409256,0.24339596927165985
116372694697146221,0.9520274996757507,0.9351825714111328,0.012529115192592144,0.02594437077641487,0.0497625470161438,0.3732764720916748
116369934305888462,0.001988911535590887,0.0979706272482872,0.6108036637306213,0.9146056175231934,0.029871217906475067,0.2570740580558777
116368825638596650,0.0038351472467184067,0.9239941835403442,0.9489004611968994,0.2442885935306549,0.012413768097758293,0.19696104526519775
116367088879643074,0.016824275255203247,0.8878712058067322,0.8747828602790833,0.7968061566352844,0.03208686411380768,0.48831573128700256
116368854361048135,0.9394771456718445,0.7734060287475586,0.0008852011524140835,0.05335032939910889,0.06344840675592422,0.2693726420402527
116372497116210545,0.029957903549075127,0.19090428948402405,0.9317823648452759,0.6016994714736938,0.32823455333709717,0.9976028800010681
116524418935002706,0.06344595551490784,0.9718988537788391,0.8728080987930298,0.5593169927597046,0.00342518906109035,0.0974903404712677
116517438678419639,0.9042803645133972,0.969580888748169,0.0056308237835764885,0.11962331086397171,0.3110591471195221,0.4142480194568634
116512555123589170,0.00240704114548862,0.16126354038715363,0.2992732524871826,0.06321408599615097,0.01913611590862274,0.4018090069293976
116816735268373974,0.0813121646642685,0.6457653641700745,0.22554920613765717,0.24796763062477112,0.07478982210159302,0.7466318607330322
116817203281419093,0.4653760492801666,0.6585440039634705,0.004211115185171366,0.9447751045227051,0.09907963126897812,0.4740145802497864
116824603632739697,0.9897837042808533,0.9899290204048157,0.0035661475267261267,0.4967871308326721,0.026555627584457397,0.35587140917778015
116825706034291064,0.010043858550488949,0.4521593749523163,0.5955016613006592,0.4727681279182434,0.012779953889548779,0.03349573165178299
116825821568797363,0.06233109161257744,0.8919343948364258,0.062195248901844025,0.23376783728599548,0.3657042682170868,0.9653729796409607
116886505160658220,0.9883502721786499,0.3225049376487732,0.0002647912479005754,0.10018161684274673,0.08282288908958435,0.4147989749908447
116896167446779964,0.5181809067726135,0.47117841243743896,0.9141915440559387,0.9476990103721619,0.03179558366537094,0.2898508310317993
116899176820572671,0.9995269775390625,0.9689005017280579,0.00033321738010272384,0.0006635159952566028,0.038802869617938995,0.3296421468257904
116913091653271692,0.05928885564208031,0.7600816488265991,0.010527275502681732,0.040689703077077866,0.039624303579330444,0.2444433718919754
116918800567887958,0.609880268573761,0.3358965814113617,0.7126554250717163,0.49708935618400574,0.04742305353283882,0.5947418212890625
116918822625387784,0.07245606929063797,0.9817066788673401,0.17795749008655548,0.8357821106910706,0.0008470044122077525,0.05666417255997658
116918941071241802,0.5483659505844116,0.9951186776161194,0.06557735055685043,0.3122786581516266,0.03681783378124237,0.4341823160648346
116926450735170990,0.0006131006521172822,0.4626886546611786,0.4043828248977661,0.4603613018989563,0.00208098697476089,0.13530200719833374
116946506480346191,0.0608518086373806,0.27021732926368713,0.19303569197654724,0.32586145401000977,0.03990912437438965,0.31740811467170715
116953296612438865,0.9858183860778809,0.41834285855293274,0.0066763171926140785,0.41266554594039917,0.007004022132605314,0.2211197018623352
116953334292806992,0.6905621290206909,0.6088000535964966,0.002879550913348794,0.15191078186035156,0.11669346690177917,0.528052031993866
116954623645571071,0.3765260577201843,0.9290910363197327,0.7999404668807983,0.8147087097167969,0.0902128741145134,0.6509245038032532
116959705309751797,0.9298276305198669,0.43677738308906555,0.011537205427885056,0.4061053693294525,0.08940259367227554,0.22070926427841187
116963738416841583,0.9994822144508362,0.9651946425437927,0.00027934988611377776,0.007259785663336515,0.010550477541983128,0.07489487528800964
116969149016233329,0.0007669078768230975,0.1974322348833084,0.9557490944862366,0.27619290351867676,0.021593842655420303,0.18917216360569
116969243226176328,0.9799565076828003,0.6278920769691467,0.0017710576066747308,0.021810969337821007,0.02514323778450489,0.22911132872104645
116971555718513784,0.0030716105829924345,0.013120266608893871,0.011865797452628613,0.09462062269449234,0.0018234598683193326,0.0051079136319458485
116975606621428184,0.09139695763587952,0.5438084006309509,0.3232935070991516,0.20908279716968536,0.3737891912460327,0.4870915114879608
116976024406805765,0.2712513208389282,0.5178378820419312,0.17877911031246185,0.5040642023086548,0.007300348952412605,0.08880744129419327
